release_year,genres,Hours_played
2011,Indie,4397.287
2011,RPG,4397.287
2011,Indie,873.298
2011,Racing,873.298
2011,Indie,6850.706
2011,Simulation,6850.706
2011,Indie,11004.064
2011,Strategy,11004.064
2011,Indie,1524.0879999999997
2011,RPG,1625.183
2011,Indie,1625.183
2011,RPG,742.87
2011,Simulation,742.87
2011,Strategy,742.87
2011,RPG,28478.573
2011,Strategy,28478.573
2011,RPG,90475.455
2011,Racing,1438.614
2011,Simulation,1438.614
2011,Sports,1438.614
2011,Racing,477.598
2011,Simulation,477.598
2011,Racing,5059.668
2011,Sports,5059.668
2011,Racing,25415.012
2011,Simulation,47480.046
2011,Strategy,47480.046
2011,Simulation,8216.421
2011,Sports,85.582
2011,Simulation,85.582
2011,Sports,534.313
2011,Strategy,534.313
2011,Sports,66.68299999999999
2011,Strategy,2461.185
2011,Indie,2461.185
2011,Casual,2461.185
2011,Strategy,97557.687
2012,Action,27387.009000000002
2012,Adventure,27387.009000000002
2012,Casual,27387.009000000002
2012,Free to Play,27387.009000000002
2012,Massively Multiplayer,27387.009000000002
2012,RPG,27387.009000000002
2012,Simulation,27387.009000000002
2012,Action,114029.667
2012,Adventure,114029.667
2012,Casual,114029.667
2012,Indie,114029.667
2012,RPG,114029.667
2012,Action,68.55
2012,Adventure,68.55
2012,Casual,68.55
2012,Indie,68.55
2012,Strategy,68.55
2012,Action,76539.55
2012,Adventure,76539.55
2012,Free to Play,76539.55
2012,Massively Multiplayer,76539.55
2012,RPG,76539.55
2012,Action,52.789
2012,Adventure,52.789
2012,Free to Play,52.789
2012,Massively Multiplayer,52.789
2012,Action,1206.153
2012,Adventure,1206.153
2012,Indie,1206.153
2012,RPG,1206.153
2012,Simulation,1206.153
2012,Action,1502.683
2012,Adventure,1502.683
2012,Indie,1502.683
2012,RPG,1502.683
2012,Strategy,1502.683
2012,Action,150456.175
2012,Adventure,150456.175
2012,Indie,150456.175
2012,RPG,150456.175
2012,Action,248.35
2012,Adventure,248.35
2012,Indie,248.35
2012,Simulation,248.35
2012,Early Access,248.35
2012,Action,56603.363
2012,Adventure,56603.363
2012,Indie,56603.363
2012,Simulation,56603.363
2012,Action,50734.809
2012,Adventure,50734.809
2012,Indie,50734.809
2012,Action,3343.408
2012,Adventure,3343.408
2012,RPG,3343.408
2012,Action,98.865
2012,Adventure,98.865
2012,Racing,98.865
2012,Action,487939.767
2012,Adventure,487939.767
2012,Action,94.801
2012,Casual,94.801
2012,Indie,94.801
2012,Strategy,94.801
2012,Action,2821.84
2012,Casual,2821.84
2012,Indie,2821.84
2012,Action,2071.956
2012,Casual,2071.956
2012,RPG,2071.956
2012,Action,2672.418
2012,Casual,2672.418
2012,Simulation,2672.418
2012,Strategy,2672.418
2012,Action,0.917
2012,Casual,0.917
2012,Strategy,0.917
2012,Action,3.016
2012,Casual,3.016
2012,Action,331505.185
2012,Free to Play,331505.185
2012,Indie,331505.185
2012,Massively Multiplayer,331505.185
2012,RPG,331505.185
2012,Action,53510.431
2012,Free to Play,53510.431
2012,Indie,53510.431
2012,Strategy,53510.431
2012,Early Access,53510.431
2012,Action,161806.69
2012,Free to Play,161806.69
2012,Indie,161806.69
2012,Strategy,161806.69
2012,Action,9.333
2012,Free to Play,9.333
2012,Indie,9.333
2012,Action,52970.943
2012,Free to Play,52970.943
2012,Massively Multiplayer,52970.943
2012,RPG,52970.943
2012,Action,678552.536
2012,Free to Play,678552.536
2012,Massively Multiplayer,678552.536
2012,Action,256556.116
2012,Free to Play,256556.116
2012,Action,698.597
2012,Indie,698.597
2012,Casual,698.597
2012,Action,4212.085
2012,Indie,4212.085
2012,RPG,4212.085
2012,Action,3597.24
2012,Indie,3597.24
2012,Racing,3597.24
2012,Action,1506.259
2012,Indie,1506.259
2012,Simulation,1506.259
2012,Strategy,1506.259
2012,Action,2032.382
2012,Indie,2032.382
2012,Simulation,2032.382
2012,Action,192808.761
2012,Indie,192808.761
2012,Strategy,192808.761
2012,Action,528683.063
2012,Indie,528683.063
2012,Action,247.339
2012,RPG,247.339
2012,Strategy,247.339
2012,Action,1591670.098
2012,RPG,1591670.098
2012,Action,736.397
2012,Racing,736.397
2012,Action,5086.143
2012,Simulation,5086.143
2012,Strategy,5086.143
2012,Action,698.055
2012,Simulation,698.055
2012,Action,28.767000000000003
2012,Strategy,28.767000000000003
2012,Indie,28.767000000000003
2012,Action,4073.31
2012,Strategy,4073.31
2012,Action,13212083.341
2012,Adventure,50.217
2012,Casual,50.217
2012,Free to Play,50.217
2012,Indie,50.217
2012,Adventure,469.669
2012,Casual,469.669
2012,Indie,469.669
2012,RPG,469.669
2012,Adventure,463.154
2012,Casual,463.154
2012,Indie,463.154
2012,Simulation,463.154
2012,Adventure,16371.637
2012,Casual,16371.637
2012,Indie,16371.637
2012,Adventure,42995.719
2012,Casual,42995.719
2012,Strategy,42995.719
2012,Adventure,2503.909
2012,Casual,2503.909
2012,Adventure,563.187
2012,Indie,563.187
2012,Casual,563.187
2012,Adventure,16523.827
2012,Indie,16523.827
2012,RPG,16523.827
2012,Adventure,5456.009
2012,Indie,5456.009
2012,Strategy,5456.009
2012,Adventure,17749.159
2012,Indie,17749.159
2012,Adventure,150080.974
2012,Animation &amp; Modeling,298.568
2012,Casual,3333.286
2012,Free to Play,3333.286
2012,Indie,3333.286
2012,Strategy,3333.286
2012,Casual,101396.727
2012,Free to Play,101396.727
2012,Massively Multiplayer,101396.727
2012,RPG,101396.727
2012,Casual,1056.903
2012,Indie,1056.903
2012,RPG,1056.903
2012,Casual,467.66700000000003
2012,Indie,467.66700000000003
2012,Racing,467.66700000000003
2012,Casual,72.032
2012,Indie,72.032
2012,Simulation,72.032
2012,Strategy,72.032
2012,Casual,99.751
2012,Indie,99.751
2012,Simulation,99.751
2012,Casual,2967.342
2012,Indie,2967.342
2012,Strategy,2967.342
2012,Casual,1595.303
2012,Indie,1595.303
2012,Casual,3649.373
2012,Simulation,3649.373
2012,Casual,4931.51
2012,Strategy,4931.51
2012,Casual,40.284
2012,Design &amp; Illustration,32172.343
2012,Web Publishing,32172.343
2012,Free to Play,32970.977
2012,Action,32970.977
2012,Strategy,32970.977
2012,Indie,32970.977
2012,Sports,32970.977
2012,Free to Play,48639.185
2012,Massively Multiplayer,48639.185
2012,RPG,48639.185
2012,Free to Play,95850.333
2012,Massively Multiplayer,95850.333
2012,Strategy,95850.333
2012,Indie,621.474
2012,Casual,621.474
2012,Indie,8457.5
2012,RPG,8457.5
2012,Simulation,8457.5
2012,Strategy,8457.5
2012,Indie,2850.424
2012,RPG,2850.424
2012,Strategy,2850.424
2012,Indie,3211.467
2012,RPG,3211.467
2012,Indie,852.6990000000001
2012,Simulation,852.6990000000001
2012,Sports,852.6990000000001
2012,Indie,187117.501
2012,Simulation,187117.501
2012,Strategy,187117.501
2012,Indie,418.497
2012,Simulation,418.497
2012,Indie,72673.158
2012,Strategy,72673.158
2012,Indie,14463.349
2012,Photo Editing,44.632999999999996
2012,RPG,336.303
2012,Indie,336.303
2012,RPG,168130.067
2012,Simulation,168130.067
2012,Strategy,168130.067
2012,RPG,90.834
2012,Simulation,90.834
2012,RPG,3138.9139999999998
2012,Strategy,3138.9139999999998
2012,RPG,11742.0
2012,Racing,9988.568
2012,Simulation,9988.568
2012,Sports,9988.568
2012,Racing,36.518
2012,Sports,36.518
2012,Racing,1667.899
2012,Simulation,5248.16
2012,Strategy,5248.16
2012,Simulation,821.307
2012,Sports,14727.3
2012,Strategy,14727.3
2012,Strategy,3381.09
2012,Casual,3381.09
2012,Strategy,276.183
2012,Indie,276.183
2012,Casual,276.183
2012,Simulation,276.183
2012,Strategy,2215.585
2012,Indie,2215.585
2012,Casual,2215.585
2012,Strategy,1024.618
2012,RPG,1024.618
2012,Indie,1024.618
2012,Strategy,345171.916
2012,Utilities,66.834
2012,Video Production,66.834
2012,Utilities,105.469
2013,Action,22730.764
2013,Adventure,22730.764
2013,Casual,22730.764
2013,Indie,22730.764
2013,Strategy,22730.764
2013,Action,4701.032
2013,Adventure,4701.032
2013,Casual,4701.032
2013,Indie,4701.032
2013,Action,4966.519
2013,Adventure,4966.519
2013,Casual,4966.519
2013,Strategy,4966.519
2013,Action,1591.734
2013,Adventure,1591.734
2013,Casual,1591.734
2013,Action,107535.363
2013,Adventure,107535.363
2013,Free to Play,107535.363
2013,Massively Multiplayer,107535.363
2013,RPG,107535.363
2013,Action,580.435
2013,Adventure,580.435
2013,Free to Play,580.435
2013,Sports,580.435
2013,Strategy,580.435
2013,Action,1335168.896
2013,Adventure,1335168.896
2013,Indie,1335168.896
2013,Massively Multiplayer,1335168.896
2013,RPG,1335168.896
2013,Early Access,1335168.896
2013,Action,1130.406
2013,Adventure,1130.406
2013,Indie,1130.406
2013,RPG,1130.406
2013,Early Access,1130.406
2013,Action,1116.58
2013,Adventure,1116.58
2013,Indie,1116.58
2013,RPG,1116.58
2013,Strategy,1116.58
2013,Action,73244.059
2013,Adventure,73244.059
2013,Indie,73244.059
2013,RPG,73244.059
2013,Action,212.902
2013,Adventure,212.902
2013,Indie,212.902
2013,Strategy,212.902
2013,Action,110327.095
2013,Adventure,110327.095
2013,Indie,110327.095
2013,Action,625.169
2013,Adventure,625.169
2013,RPG,625.169
2013,Simulation,625.169
2013,Strategy,625.169
2013,Action,17816.965
2013,Adventure,17816.965
2013,RPG,17816.965
2013,Action,14929.819
2013,Adventure,14929.819
2013,Strategy,14929.819
2013,Action,653277.525
2013,Adventure,653277.525
2013,Action,7884.103
2013,Casual,7884.103
2013,Free to Play,7884.103
2013,Action,2384.437
2013,Casual,2384.437
2013,Indie,2384.437
2013,RPG,2384.437
2013,Action,1216.222
2013,Casual,1216.222
2013,Indie,1216.222
2013,Racing,1216.222
2013,Action,230.917
2013,Casual,230.917
2013,Indie,230.917
2013,Simulation,230.917
2013,Action,298.829
2013,Casual,298.829
2013,Indie,298.829
2013,Strategy,298.829
2013,Action,1498.817
2013,Casual,1498.817
2013,Indie,1498.817
2013,Action,20.75
2013,Casual,20.75
2013,Strategy,20.75
2013,Action,252.418
2013,Free to Play,252.418
2013,Indie,252.418
2013,Action,40.067
2013,Free to Play,40.067
2013,Massively Multiplayer,40.067
2013,RPG,40.067
2013,Action,25257.981
2013,Free to Play,25257.981
2013,Massively Multiplayer,25257.981
2013,Simulation,25257.981
2013,Action,665.045
2013,Free to Play,665.045
2013,Strategy,665.045
2013,Action,2104059.249
2013,Free to Play,2104059.249
2013,Action,600538.932
2013,Indie,600538.932
2013,Massively Multiplayer,600538.932
2013,Early Access,600538.932
2013,Action,903.244
2013,Indie,903.244
2013,RPG,903.244
2013,Early Access,903.244
2013,Action,4486.812
2013,Indie,4486.812
2013,RPG,4486.812
2013,Simulation,4486.812
2013,Early Access,4486.812
2013,Action,208.987
2013,Indie,208.987
2013,RPG,208.987
2013,Simulation,208.987
2013,Action,461.346
2013,Indie,461.346
2013,RPG,461.346
2013,Sports,461.346
2013,Action,137454.134
2013,Indie,137454.134
2013,RPG,137454.134
2013,Action,993.553
2013,Indie,993.553
2013,Racing,993.553
2013,Action,5187.768
2013,Indie,5187.768
2013,Simulation,5187.768
2013,Strategy,5187.768
2013,Action,41030.655
2013,Indie,41030.655
2013,Simulation,41030.655
2013,Action,958.441
2013,Indie,958.441
2013,Sports,958.441
2013,Action,58530.763
2013,Indie,58530.763
2013,Strategy,58530.763
2013,Action,86163.206
2013,Indie,86163.206
2013,Action,51006.456
2013,RPG,51006.456
2013,Simulation,51006.456
2013,Action,3802.542
2013,RPG,3802.542
2013,Strategy,3802.542
2013,Action,44345.931
2013,RPG,44345.931
2013,Action,1055.13
2013,Racing,1055.13
2013,Simulation,1055.13
2013,Sports,1055.13
2013,Action,944.115
2013,Racing,944.115
2013,Sports,944.115
2013,Action,16706.23
2013,Racing,16706.23
2013,Action,1125761.565
2013,Simulation,1125761.565
2013,Strategy,1125761.565
2013,Action,7712.689
2013,Simulation,7712.689
2013,Action,1086.405
2013,Strategy,1086.405
2013,Casual,1086.405
2013,Action,3259.985
2013,Strategy,3259.985
2013,Action,239009.032
2013,Adventure,191.669
2013,Casual,191.669
2013,Free to Play,191.669
2013,Indie,191.669
2013,Simulation,191.669
2013,Adventure,720.56
2013,Casual,720.56
2013,Indie,720.56
2013,RPG,720.56
2013,Simulation,720.56
2013,Adventure,3052.555
2013,Casual,3052.555
2013,Indie,3052.555
2013,RPG,3052.555
2013,Strategy,3052.555
2013,Adventure,924.681
2013,Casual,924.681
2013,Indie,924.681
2013,RPG,924.681
2013,Adventure,95.648
2013,Casual,95.648
2013,Indie,95.648
2013,Simulation,95.648
2013,Adventure,184.688
2013,Casual,184.688
2013,Indie,184.688
2013,Strategy,184.688
2013,Adventure,4745.478
2013,Casual,4745.478
2013,Indie,4745.478
2013,Adventure,4410.292
2013,Casual,4410.292
2013,Simulation,4410.292
2013,Adventure,307.641
2013,Casual,307.641
2013,Strategy,307.641
2013,Adventure,2268.428
2013,Casual,2268.428
2013,Adventure,481.421
2013,Free to Play,481.421
2013,Indie,481.421
2013,Massively Multiplayer,481.421
2013,RPG,481.421
2013,Strategy,481.421
2013,Adventure,44.034
2013,Free to Play,44.034
2013,Adventure,13372.959
2013,Indie,13372.959
2013,RPG,13372.959
2013,Strategy,13372.959
2013,Adventure,6540.974
2013,Indie,6540.974
2013,RPG,6540.974
2013,Adventure,696.641
2013,Indie,696.641
2013,Simulation,696.641
2013,Adventure,73514.354
2013,Indie,73514.354
2013,Adventure,284.202
2013,RPG,284.202
2013,Adventure,287.522
2013,Strategy,287.522
2013,Adventure,54782.979
2013,Animation &amp; Modeling,426.521
2013,Design &amp; Illustration,426.521
2013,Education,426.521
2013,Software Training,426.521
2013,Utilities,426.521
2013,Animation &amp; Modeling,2928.084
2013,Design &amp; Illustration,2928.084
2013,Education,2928.084
2013,Utilities,2928.084
2013,Web Publishing,2928.084
2013,Animation &amp; Modeling,1499.809
2013,Design &amp; Illustration,1499.809
2013,Utilities,1499.809
2013,Video Production,1499.809
2013,Animation &amp; Modeling,2321.319
2013,Education,2321.319
2013,Utilities,2321.319
2013,Web Publishing,2321.319
2013,Animation &amp; Modeling,64.834
2013,Audio Production,311.91700000000003
2013,Software Training,311.91700000000003
2013,Utilities,311.91700000000003
2013,Video Production,311.91700000000003
2013,Web Publishing,311.91700000000003
2013,Audio Production,647.701
2013,Software Training,647.701
2013,Utilities,647.701
2013,Video Production,647.701
2013,Audio Production,259.735
2013,Software Training,259.735
2013,Casual,253.556
2013,Free to Play,253.556
2013,Indie,253.556
2013,Casual,14425.671
2013,Free to Play,14425.671
2013,RPG,14425.671
2013,Casual,2705.687
2013,Indie,2705.687
2013,RPG,2705.687
2013,Strategy,2705.687
2013,Casual,73.735
2013,Indie,73.735
2013,RPG,73.735
2013,Casual,1686.8519999999999
2013,Indie,1686.8519999999999
2013,Racing,1686.8519999999999
2013,Casual,2618.368
2013,Indie,2618.368
2013,Simulation,2618.368
2013,Sports,2618.368
2013,Strategy,2618.368
2013,Casual,57594.356999999996
2013,Indie,57594.356999999996
2013,Simulation,57594.356999999996
2013,Strategy,57594.356999999996
2013,Casual,1243.281
2013,Indie,1243.281
2013,Simulation,1243.281
2013,Casual,5816.627
2013,Indie,5816.627
2013,Strategy,5816.627
2013,Casual,1568.734
2013,Indie,1568.734
2013,Casual,0.15
2013,Simulation,0.15
2013,Sports,0.15
2013,Strategy,0.15
2013,Casual,62.7
2013,Simulation,62.7
2013,Strategy,62.7
2013,Casual,27815.662
2013,Simulation,27815.662
2013,Casual,30099.513
2013,Sports,30099.513
2013,Casual,2125.069
2013,Strategy,2125.069
2013,Casual,1314.666
2013,Design &amp; Illustration,25.649
2013,Early Access,139.463
2013,Indie,139.463
2013,Education,0.217
2013,Software Training,0.217
2013,Free to Play,5308.544
2013,Indie,5308.544
2013,Massively Multiplayer,5308.544
2013,RPG,5308.544
2013,Simulation,5308.544
2013,Strategy,5308.544
2013,Free to Play,8096.895
2013,Indie,8096.895
2013,Massively Multiplayer,8096.895
2013,RPG,8096.895
2013,Free to Play,751.251
2013,Indie,751.251
2013,RPG,751.251
2013,Strategy,751.251
2013,Free to Play,10310.072
2013,Indie,10310.072
2013,Simulation,10310.072
2013,Sports,10310.072
2013,Early Access,10310.072
2013,Free to Play,140387.664
2013,Massively Multiplayer,140387.664
2013,RPG,140387.664
2013,Free to Play,2.114
2013,Massively Multiplayer,2.114
2013,Strategy,2.114
2013,Free to Play,122.641
2013,Massively Multiplayer,122.641
2013,Free to Play,4636.266
2013,Racing,4636.266
2013,Simulation,4636.266
2013,Sports,4636.266
2013,Free to Play,1422.06
2013,Simulation,1422.06
2013,Strategy,1422.06
2013,Free to Play,4187.588
2013,Simulation,4187.588
2013,Indie,87.981
2013,Casual,87.981
2013,Indie,28896.768
2013,RPG,28896.768
2013,Simulation,28896.768
2013,Early Access,28896.768
2013,Indie,4426.936
2013,RPG,4426.936
2013,Simulation,4426.936
2013,Strategy,4426.936
2013,Indie,9316.866
2013,RPG,9316.866
2013,Strategy,9316.866
2013,Indie,8705.685
2013,RPG,8705.685
2013,Indie,465.437
2013,Simulation,465.437
2013,Sports,465.437
2013,Strategy,465.437
2013,Indie,140.269
2013,Simulation,140.269
2013,Strategy,140.269
2013,Early Access,140.269
2013,Indie,19726.328
2013,Simulation,19726.328
2013,Strategy,19726.328
2013,Indie,113755.689
2013,Simulation,113755.689
2013,Indie,29891.419
2013,Strategy,29891.419
2013,Indie,46263.002
2013,Massively Multiplayer,1.3339999999999999
2013,RPG,17804.001
2013,Strategy,17804.001
2013,RPG,37043.751
2013,Racing,1939.564
2013,Simulation,1939.564
2013,Sports,1939.564
2013,Racing,19.001
2013,Simulation,19.001
2013,Racing,48803.014
2013,Sports,48803.014
2013,Racing,736.833
2013,Simulation,331.26599999999996
2013,Sports,331.26599999999996
2013,Simulation,250353.019
2013,Strategy,250353.019
2013,Simulation,13339.648
2013,Strategy,204.302
2013,Casual,204.302
2013,Strategy,748915.215
2013,Utilities,1276.1
2013,Video Production,1276.1
2013,Utilities,1446.2179999999998
2014,Action,6113.229
2014,Adventure,6113.229
2014,Casual,6113.229
2014,Free to Play,6113.229
2014,Indie,6113.229
2014,Massively Multiplayer,6113.229
2014,Action,83116.727
2014,Adventure,83116.727
2014,Casual,83116.727
2014,Free to Play,83116.727
2014,Massively Multiplayer,83116.727
2014,RPG,83116.727
2014,Action,4498.313
2014,Adventure,4498.313
2014,Casual,4498.313
2014,Free to Play,4498.313
2014,RPG,4498.313
2014,Strategy,4498.313
2014,Action,5.816999999999999
2014,Adventure,5.816999999999999
2014,Casual,5.816999999999999
2014,Indie,5.816999999999999
2014,Early Access,5.816999999999999
2014,Action,940.753
2014,Adventure,940.753
2014,Casual,940.753
2014,Indie,940.753
2014,RPG,940.753
2014,Early Access,940.753
2014,Action,851.219
2014,Adventure,851.219
2014,Casual,851.219
2014,Indie,851.219
2014,RPG,851.219
2014,Strategy,851.219
2014,Action,988.204
2014,Adventure,988.204
2014,Casual,988.204
2014,Indie,988.204
2014,RPG,988.204
2014,Action,679.388
2014,Adventure,679.388
2014,Casual,679.388
2014,Indie,679.388
2014,Simulation,679.388
2014,Sports,679.388
2014,Action,822.398
2014,Adventure,822.398
2014,Casual,822.398
2014,Indie,822.398
2014,Simulation,822.398
2014,Strategy,822.398
2014,Action,94.433
2014,Adventure,94.433
2014,Casual,94.433
2014,Indie,94.433
2014,Strategy,94.433
2014,Action,69537.06
2014,Adventure,69537.06
2014,Casual,69537.06
2014,Indie,69537.06
2014,Action,24.483999999999998
2014,Adventure,24.483999999999998
2014,Casual,24.483999999999998
2014,Racing,24.483999999999998
2014,Action,3.284
2014,Adventure,3.284
2014,Casual,3.284
2014,Action,64.369
2014,Adventure,64.369
2014,Early Access,64.369
2014,Indie,64.369
2014,Strategy,64.369
2014,Action,51.25000000000001
2014,Adventure,51.25000000000001
2014,Early Access,51.25000000000001
2014,Action,499.958
2014,Adventure,499.958
2014,Free to Play,499.958
2014,Indie,499.958
2014,Massively Multiplayer,499.958
2014,RPG,499.958
2014,Strategy,499.958
2014,Action,2679.225
2014,Adventure,2679.225
2014,Free to Play,2679.225
2014,Indie,2679.225
2014,RPG,2679.225
2014,Action,13906.583
2014,Adventure,13906.583
2014,Free to Play,13906.583
2014,Indie,13906.583
2014,Action,21435.339
2014,Adventure,21435.339
2014,Free to Play,21435.339
2014,Simulation,21435.339
2014,Sports,21435.339
2014,Action,583.748
2014,Adventure,583.748
2014,Indie,583.748
2014,Early Access,583.748
2014,Action,75.87
2014,Adventure,75.87
2014,Indie,75.87
2014,Massively Multiplayer,75.87
2014,RPG,75.87
2014,Early Access,75.87
2014,Action,5551.777
2014,Adventure,5551.777
2014,Indie,5551.777
2014,Massively Multiplayer,5551.777
2014,RPG,5551.777
2014,Simulation,5551.777
2014,Strategy,5551.777
2014,Early Access,5551.777
2014,Action,18216.8
2014,Adventure,18216.8
2014,Indie,18216.8
2014,Massively Multiplayer,18216.8
2014,RPG,18216.8
2014,Action,3213.065
2014,Adventure,3213.065
2014,Indie,3213.065
2014,RPG,3213.065
2014,Early Access,3213.065
2014,Action,32815.394
2014,Adventure,32815.394
2014,Indie,32815.394
2014,RPG,32815.394
2014,Simulation,32815.394
2014,Strategy,32815.394
2014,Early Access,32815.394
2014,Action,0.35
2014,Adventure,0.35
2014,Indie,0.35
2014,RPG,0.35
2014,Simulation,0.35
2014,Strategy,0.35
2014,Action,30764.105
2014,Adventure,30764.105
2014,Indie,30764.105
2014,RPG,30764.105
2014,Action,3093.666
2014,Adventure,3093.666
2014,Indie,3093.666
2014,Racing,3093.666
2014,Action,97188.537
2014,Adventure,97188.537
2014,Indie,97188.537
2014,Simulation,97188.537
2014,Early Access,97188.537
2014,Action,2747.396
2014,Adventure,2747.396
2014,Indie,2747.396
2014,Strategy,2747.396
2014,Action,51784.614
2014,Adventure,51784.614
2014,Indie,51784.614
2014,Action,0.466
2014,Adventure,0.466
2014,RPG,0.466
2014,Early Access,0.466
2014,Action,48.817
2014,Adventure,48.817
2014,RPG,48.817
2014,Strategy,48.817
2014,Action,67214.947
2014,Adventure,67214.947
2014,RPG,67214.947
2014,Action,13538.179
2014,Adventure,13538.179
2014,Racing,13538.179
2014,Action,1337.481
2014,Adventure,1337.481
2014,Simulation,1337.481
2014,Action,455.249
2014,Adventure,455.249
2014,Strategy,455.249
2014,Action,319617.229
2014,Adventure,319617.229
2014,Action,14.625
2014,Casual,14.625
2014,Free to Play,14.625
2014,Indie,14.625
2014,Action,24969.482
2014,Casual,24969.482
2014,Free to Play,24969.482
2014,Massively Multiplayer,24969.482
2014,Action,310.699
2014,Casual,310.699
2014,Indie,310.699
2014,Early Access,310.699
2014,Action,284.867
2014,Casual,284.867
2014,Indie,284.867
2014,Racing,284.867
2014,Simulation,284.867
2014,Sports,284.867
2014,Action,93.15
2014,Casual,93.15
2014,Indie,93.15
2014,Racing,93.15
2014,Simulation,93.15
2014,Action,1263.483
2014,Casual,1263.483
2014,Indie,1263.483
2014,Sports,1263.483
2014,Action,4605.471
2014,Casual,4605.471
2014,Indie,4605.471
2014,Strategy,4605.471
2014,Action,24099.859
2014,Casual,24099.859
2014,Indie,24099.859
2014,Action,14.167
2014,Casual,14.167
2014,Simulation,14.167
2014,Sports,14.167
2014,Strategy,14.167
2014,Action,0.15
2014,Casual,0.15
2014,Strategy,0.15
2014,Action,1322.623
2014,Casual,1322.623
2014,Action,18591.918
2014,Free to Play,18591.918
2014,Early Access,18591.918
2014,Action,452.94
2014,Free to Play,452.94
2014,Indie,452.94
2014,Early Access,452.94
2014,Action,4084.51
2014,Free to Play,4084.51
2014,Indie,4084.51
2014,Massively Multiplayer,4084.51
2014,RPG,4084.51
2014,Action,84.633
2014,Free to Play,84.633
2014,Indie,84.633
2014,Massively Multiplayer,84.633
2014,Action,207.0
2014,Free to Play,207.0
2014,Indie,207.0
2014,RPG,207.0
2014,Action,590.227
2014,Free to Play,590.227
2014,Indie,590.227
2014,Sports,590.227
2014,Strategy,590.227
2014,Early Access,590.227
2014,Action,213747.665
2014,Free to Play,213747.665
2014,Indie,213747.665
2014,Action,67354.525
2014,Free to Play,67354.525
2014,Massively Multiplayer,67354.525
2014,RPG,67354.525
2014,Action,50358.221
2014,Free to Play,50358.221
2014,Massively Multiplayer,50358.221
2014,Action,6276.253
2014,Free to Play,6276.253
2014,Action,2211.756
2014,Indie,2211.756
2014,Early Access,2211.756
2014,Action,456.23199999999997
2014,Indie,456.23199999999997
2014,Massively Multiplayer,456.23199999999997
2014,Early Access,456.23199999999997
2014,Action,49.667
2014,Indie,49.667
2014,Massively Multiplayer,49.667
2014,RPG,49.667
2014,Early Access,49.667
2014,Action,25210.178
2014,Indie,25210.178
2014,Massively Multiplayer,25210.178
2014,RPG,25210.178
2014,Simulation,25210.178
2014,Action,236.418
2014,Indie,236.418
2014,RPG,236.418
2014,Early Access,236.418
2014,Action,49.317
2014,Indie,49.317
2014,RPG,49.317
2014,Simulation,49.317
2014,Early Access,49.317
2014,Action,9340.357
2014,Indie,9340.357
2014,RPG,9340.357
2014,Strategy,9340.357
2014,Action,27346.852
2014,Indie,27346.852
2014,RPG,27346.852
2014,Action,446.064
2014,Indie,446.064
2014,Racing,446.064
2014,Simulation,446.064
2014,Early Access,446.064
2014,Action,6620.031
2014,Indie,6620.031
2014,Racing,6620.031
2014,Simulation,6620.031
2014,Sports,6620.031
2014,Early Access,6620.031
2014,Action,217.097
2014,Indie,217.097
2014,Racing,217.097
2014,Simulation,217.097
2014,Sports,217.097
2014,Action,30.448999999999998
2014,Indie,30.448999999999998
2014,Racing,30.448999999999998
2014,Simulation,30.448999999999998
2014,Action,1054.565
2014,Indie,1054.565
2014,Racing,1054.565
2014,Action,46.933
2014,Indie,46.933
2014,Simulation,46.933
2014,Early Access,46.933
2014,Action,4.899
2014,Indie,4.899
2014,Simulation,4.899
2014,Sports,4.899
2014,Action,5606.391
2014,Indie,5606.391
2014,Simulation,5606.391
2014,Strategy,5606.391
2014,Action,21658.078
2014,Indie,21658.078
2014,Simulation,21658.078
2014,Action,15988.045
2014,Indie,15988.045
2014,Sports,15988.045
2014,Action,16.016000000000002
2014,Indie,16.016000000000002
2014,Strategy,16.016000000000002
2014,Early Access,16.016000000000002
2014,Action,196473.30299999999
2014,Indie,196473.30299999999
2014,Strategy,196473.30299999999
2014,Action,101866.366
2014,Indie,101866.366
2014,Action,18799.859
2014,Massively Multiplayer,18799.859
2014,Racing,18799.859
2014,Action,1825.021
2014,RPG,1825.021
2014,Simulation,1825.021
2014,Strategy,1825.021
2014,Action,2833.007
2014,RPG,2833.007
2014,Simulation,2833.007
2014,Action,15569.093
2014,RPG,15569.093
2014,Strategy,15569.093
2014,Action,336196.306
2014,RPG,336196.306
2014,Action,5.101
2014,Racing,5.101
2014,Early Access,5.101
2014,Action,55.702
2014,Racing,55.702
2014,Action,4.067
2014,Simulation,4.067
2014,Sports,4.067
2014,Strategy,4.067
2014,Action,38836.077
2014,Simulation,38836.077
2014,Strategy,38836.077
2014,Action,492.884
2014,Simulation,492.884
2014,Action,10892.617
2014,Strategy,10892.617
2014,Action,668940.637
2014,Adventure,1125.077
2014,Casual,1125.077
2014,Free to Play,1125.077
2014,Indie,1125.077
2014,RPG,1125.077
2014,Adventure,176.174
2014,Casual,176.174
2014,Free to Play,176.174
2014,Indie,176.174
2014,Simulation,176.174
2014,Adventure,2242.018
2014,Casual,2242.018
2014,Free to Play,2242.018
2014,Indie,2242.018
2014,Adventure,48320.383
2014,Casual,48320.383
2014,Free to Play,48320.383
2014,Massively Multiplayer,48320.383
2014,RPG,48320.383
2014,Adventure,101.90100000000001
2014,Casual,101.90100000000001
2014,Indie,101.90100000000001
